km,detour_m,kind,name,hours,lat,lon,osm
790.41,600,supermarket,Coop Uuemõisa Konsum,Mo-Su 09:00-22:00,58.9403171,23.58238,way/213826652
790.41,749,fuel,Terminal Oil Haapsalu tankla,NA,58.9384693,23.576956,node/12247869103
790.41,914,convenience,Circle K,NA,58.9386731,23.5740732,way/78515501
790.41,952,convenience,Olerex,NA,58.9383711,23.5732144,way/215129277
790.41,988,supermarket,Rannarootsi Selver,Mo-Su 09:00-23:00,58.9359139,23.5721038,node/1393534281
790.41,1153,fuel,Alexela,24/7,58.9367262,23.569235,way/768843513
794.59,692,restaurant,Iveria,Mo-Su 12:00-05:00,58.9520395,23.6570175,way/239129962
799.97,22,convenience,Coop Taebla kauplus,Mo-Su 09:00-20:00,58.9565425,23.744254,way/226873085
807.28,20,cafe,NA,NA,58.9938679,23.7130275,way/276476360
807.44,25,convenience,Coop Linnamäe kauplus,Mo-Su 09:00-20:00,58.9947624,23.7112257,way/276476115
807.57,107,fuel,Krooning Linnamäe tankla,24/7,58.996222,23.7108747,way/276477465
807.57,108,kiosk,Krooning Linnamäe tankla kiosk,Mo-Su 09:00-21:00,58.9963387,23.7107055,way/276477409
844.55,667,drinking_water,NA,NA,59.2087864,23.6242688,node/4323700841
851.14,429,convenience,Nõva pood,10:00-21:00,59.2214829,23.6795771,node/2427040154
851.14,433,restaurant,Suitsupoiss,NA,59.221713,23.679248,node/12046067419
851.14,435,cafe,Nõva Mõisa kohvik,"Mo-Th 10:00-19:00; Fr,Sa 10:00-21:00; Su 10:00-20:00",59.2214748,23.6794629,node/2427040155
851.94,314,bakery,Nõva Break,NA,59.220517,23.6972105,way/246543412
881.01,781,convenience,Meie Harju-Risti pood,Mo-Sa 10:00-21:00; Su 10:00-20:00,59.228351,24.0130015,node/4336560995
889.23,171,convenience,NA,NA,59.2262974,24.1436937,node/999166259
890.29,11,cafe,Pleiss,"Mo-Th 10:30-19:30; Fr, Sa 10:30-21:00; Su 10:30-19:00",59.2268069,24.1629881,way/265261525
890.33,19,convenience,NA,NA,59.2272781,24.1629843,node/1156356031
905.41,849,fuel,Alexela,24/7,59.339417,24.105153,node/660788044
907.62,72,convenience,Maxima X,NA,59.347641,24.0627594,way/112314768
907.87,38,convenience,Grossi Toidukaubad,08:00-22:00,59.3496292,24.059654,node/660787992
908.02,40,restaurant,Peetri Pizza,12:00-21:00,59.350156,24.0576833,node/11510936633
908.11,247,restaurant,tavern Peetri Toll,NA,59.3502454,24.0532605,way/88405760
908.2,282,butcher,NA,NA,59.3533437,24.0603797,node/4321615146
908.29,41,convenience,Paldiski Kaubamaja,NA,59.3524477,24.0548923,way/84983066
908.29,51,supermarket,Coop Paldiski Konsum,Mo-Su 09:00-22:00,59.3526698,24.0563961,way/87985310
908.37,48,cafe,Kohvik,Mo-Su 10:00-18:00,59.353271,24.05558,node/12873793575
908.37,255,convenience,NA,NA,59.3542218,24.058724,node/4321618647
912.95,17,cafe,Pakri Parun,Mo-Su 10:00-22:00,59.387155,24.036454,node/4306509391
928.62,9,cafe,Resto Pleiss,"Mo-Th 12:00-20:00; Fr, Sa 12:00-21:00; Su 12:00-20:00",59.3211771,24.2260825,node/13157740128
928.62,14,general,Mini-Top,Mo-Su 09:30-21:00,59.321228,24.226085,way/53826079
942.69,152,cafe,Usin,NA,59.3018319,24.4068051,node/1335557204
942.96,744,supermarket,Keila TÜ Rõõmu kaubamaja,Mo-Su 09:00-22:00,59.3070774,24.3996914,way/117208236
942.96,880,fuel,Alexela,NA,59.3079105,24.3979123,way/117208240
943.14,362,convenience,Keila TÜ Jaama kauplus,Mo-Su 08:00-21:00,59.306809199999996,24.4139021,way/213816691
943.21,303,cafe,Kegel,Mo-Fr 10:00-17:00,59.3062862,24.4148247,node/1177385172
943.21,392,butcher,Kolm Põrsakest,NA,59.3070811,24.4142661,node/2709327301
943.21,431,restaurant,Jää,Tu-Th 17:00-22:30; Fr 17:00-23:00; Sa 12:00-23:00,59.307433,24.4151286,node/10637598696
943.35,315,drinking_water,NA,NA,59.3064097,24.4172401,node/7683055376
943.35,405,restaurant,Peetri Pizza,NA,59.3072095,24.4166206,node/1256683158
944.26,55,restaurant,Vagamama,NA,59.307837,24.4246396,node/6466394485
944.28,217,convenience,Keila TÜ Kauplus Keila,Mo-Su 09:00-22:00,59.3089702,24.4223793,node/910563566
944.29,132,restaurant,Kesk VÄLJAK,NA,59.3088076,24.4239412,node/1401360782
944.29,291,convenience,mini rimi,Mo-Sa 08:00-22:00,59.3097711,24.4218572,way/61965548
944.29,680,convenience,Grossi toidukaubad,NA,59.3125203,24.4175103,way/99316784
944.29,966,cafe,Legends Classic Diner,Mo-Th 12:00-21:00; Fr-Su 12:00-22:00,59.3142307,24.4137325,node/5132820807
944.29,1187,restaurant,Monk,Mo-Sa 10:00-20:00; Su 10:00-18:00,59.3154845,24.4106988,node/13731950209
944.29,1191,fast_food,Poke Bowl,Mo-Sa 10:00-20:00; Su 10:00-18:00,59.315536,24.4107029,node/13731950208
944.29,1204,restaurant,Rocco's Burger and BBQ,Mo-Sa 10:00-20:00; Su 10:00-18:00,59.3155265,24.4103567,node/13731950202
944.29,1215,cafe,Sunny Pocket,Mo-Sa 10:00-20:00; Su 10:00-18:00,59.315799,24.410604,node/13731950201
944.29,1236,supermarket,Coop Keila Maksimarket,Mo-Su 09:00-22:00,59.3158646,24.4102128,node/13731949059
944.3,609,supermarket,Selver,Mo-Su 08:00-23:00,59.3132535,24.4220264,way/80999373
944.3,633,fast_food,Pizza Kiosk,Mo-Sa 11:00-24:00; Su 11:00-21:00,59.31333,24.4213085,node/3656917899
944.3,637,fast_food,Hesburger,Mo-Su 09:00-21:00,59.3134007,24.4214468,node/3545010668
944.3,677,fuel,Neste,Mo-Su 00:00-12:00+,59.3139688,24.4224133,way/241961504
944.37,43,cafe,Kraft microbakery and coffee,We-Su 11:00-19:00,59.3076678,24.4271709,node/11057370837
944.37,44,bakery,Kraft,We-Su 10:00-19:00,59.3076542,24.4271967,node/11034060540
944.37,47,cafe,Gnoom,Mo-Fr 08:00-18:00; Sa 09:00-18:00; Su 10:00-17:00,59.3076343,24.427336,node/1177385183
944.39,98,restaurant,Scottish House,11:00-24:00,59.3073858,24.4286136,node/11034060539
944.65,329,supermarket,Lidl,NA,59.3116687,24.4275853,way/1446355733
944.65,454,fuel,Jetoil Keila diislipunkt,24/7,59.3129441,24.4273676,node/8049704450
944.7,375,convenience,Olerex Keila tankla,24/7,59.312372,24.4281905,way/540056599
962.91,1198,convenience,Circle K,NA,59.358834,24.6015144,way/1468529199
962.91,1222,fuel,Circle K,Mo-Su 00:00+,59.358635,24.601701,way/1503018973
962.91,1304,restaurant,Pappa Pizza,NA,59.3578979,24.6021311,node/13764571954
962.91,1322,supermarket,Rimi,"Sa,Su 09:00-22:00; Mo-Fr 08:00-22:00",59.3576922,24.602065,node/9098894225
965.26,1342,restaurant,MuSi,NA,59.3690755,24.6372359,node/11775304966
965.26,1370,supermarket,Realiseerimiskeskus,Mo-Fr 09:00-20:00; Sa 10:00-19:00; Su 10:00-18:00,59.3694029,24.6387276,way/26893127
966.31,248,restaurant,Neljakesi,Mo-Th 11:00-21:00; Fr-Sa 11:00-23:00; Su 11:00-20:00,59.3847544,24.6398517,node/13815117115
966.31,340,restaurant,Tahetorni,10:00-23:00,59.3874085,24.6387258,node/12345720264
966.31,482,fast_food,Tähetorni T-kiosk,Mo-Fr 10:00-16:00,59.3863367,24.6434657,way/888086053
966.75,10,drinking_water,NA,NA,59.3865516,24.6286495,node/12361589689
968.45,982,cafe,Legend,Mo-Su 11:00-19:00,59.3895815,24.6534289,node/8004549139
968.48,231,restaurant,Baklažaan,"Su-Th 11:00-22:00, Fr-Sa 11:00-23:00",59.3947017,24.644749,way/26876121
968.53,885,bakery,Pistoria,Tu-Sa 10:00-16:00,59.3916677,24.6548909,node/12345574242
968.71,1084,drinking_water,NA,NA,59.3947211,24.6621516,node/13759221404
968.76,768,restaurant,Helios Kohvik,Mo-Fr 09:00-17:00,59.3969651,24.6576134,node/12784356592
968.76,872,restaurant,Lõunarestoran Mets,08:30-16:00,59.3963359,24.6592027,node/3082071850
968.8,241,cafe,Tore Pere,Mo-Fr 09:00-16:00,59.3985866,24.64871,node/7766382056
968.8,758,fast_food,Tehnopol Pizzakiosk,Mo-Su 11:00-21:00,59.3978817,24.6577591,node/7235402780
968.8,760,convenience,Nutipood,24/7,59.3974496,24.6576516,node/10684127572
968.8,916,restaurant,Nuudel,Mo-Sa 11:00-22:00,59.3977989,24.6605449,node/10649059214
968.8,1276,cafe,Akadeemia Food & Drinks,Mo-Fr 08:00-18:00; Sa-Su 11:00-18:00,59.3972684,24.6668221,node/11333537934
968.8,1372,kiosk,Thin Bai Kebab Curry,"Su-Th 11:00-24:00, Fr,Sa 11:00-03:00",59.3969443,24.6684438,way/80595584
968.83,946,restaurant,Pannkoogimaja,Mo-Su 10:00-18:00,59.3981969,24.6611581,node/12787014147
968.83,1412,convenience,Tipi Pood,09:00-22:00,59.3983818,24.6694339,way/26871430
968.92,732,fuel,Tallinna CNG tankla,24/7,59.401076,24.6572829,way/26871845
968.98,728,supermarket,Lidl,Mo-Su 08:00-22:00,59.4020048,24.6568067,way/1137315360
969.26,635,convenience,OÜ Aledus,Mo-Su 09:00-23:00,59.4037868,24.6325141,node/9285986695
969.32,230,bakery,Crustum,Mo-Su 9:00-18:00,59.4030467,24.6477052,node/9214373362
969.41,343,supermarket,Maxima X,Mo-Su 08:00-22:00,59.4050728,24.6383334,node/13383216021
969.61,131,fast_food,Meat & Bun Burger,Mo-Su 10:00-01:00,59.4062828,24.6435458,way/1076037687
969.61,364,greengrocer,NA,NA,59.4072008,24.6398343,node/9795240135
969.65,6,drinking_water,NA,NA,59.4061332,24.6459375,node/9759396799
969.65,321,convenience,Grossi Toidukaubad,08:00-22:00,59.4073664,24.6408024,way/226518876
969.65,727,fast_food,Sillburger,10:00-02:00,59.410987,24.6373962,node/11453059262
969.65,758,greengrocer,Lombard24.ee,Mo-Su 10:00-20:00,59.4114781,24.6376972,node/10814302009
969.65,774,convenience,Maxima X,08:00-22:00,59.4114816,24.6372697,node/1603908813
969.65,775,greengrocer,Kollane keskus,Mo-Su 09:00-21:00,59.4117898,24.638025,node/9795145059
969.65,795,convenience,A1000 Market,09:00-21:00,59.4118287,24.6375238,node/1603908815
969.65,822,restaurant,Harku kohvik,09:00-23:00,59.4119741,24.6371372,node/9795145053
969.65,1149,kiosk,NA,NA,59.4141951,24.6333255,node/10814264051
969.8,356,bakery,Pagaripood,Mo-Fr 10:00-17:00,59.4043107,24.6516363,node/3816286620
969.9,450,fuel,Olerex,24/7,59.4044475,24.6545324,way/26920597
969.9,581,supermarket,Coop,08:00-22:00; Jan 1 11:00-20:00; Dec 24 08:00-18:00; Dec 25-26 10:00-20:00; Dec 31 08:00-20:00,59.4033041,24.6554274,way/26920448
969.93,801,kiosk,Shawerma Õismäe,Mo-Su 11:00-23:00,59.4123471,24.6386164,node/9795239519
970.05,374,butcher,Heleni Lihakarn,Mo-Fr 10:00-19:00; Sa-Su 10:00-17:00,59.41091,24.6469786,way/235123216
970.05,412,fast_food,Lezzet Döner & Shaurma,NA,59.4113101,24.6468966,node/8285089217
970.05,520,fast_food,Drumsticks,Mo-Fr 11:00-22:00; Sa-Su 12:00-22:00,59.4048135,24.6572706,way/26920519
970.05,524,fast_food,Maama Pizza,Mo-Su 12:00-18:00,59.4046848,24.6570883,node/9653329697
970.13,416,convenience,Maxima XX,08:00-23:00,59.4115987,24.6474064,node/1603908811
970.13,417,greengrocer,NA,NA,59.411388,24.646949,node/9697634644
970.13,462,greengrocer,NA,Mo-Fr 09:00-18:00; Sa-Su 10:00-17:00,59.4118615,24.646772,way/407085497
970.13,1005,convenience,Maxima X,08:00-22:00,59.4154766,24.6403104,node/1603908814
970.21,229,fuel,Jetoil Pilvetee,24/7,59.4078603,24.6563047,node/12484674989
970.21,866,restaurant,Friend's,Mo-Su 11:00-22:00,59.4032404,24.6630359,node/8690394121
970.21,870,restaurant,Peetri Pizza,"Mo-Tu,Th-Su 11:00-22:00; We off",59.4032447,24.663181,node/1256683063
970.3,875,convenience,Maxima X,Mo-Su 08:00-22:00,59.4036476,24.664226,node/1450811733
970.3,889,restaurant,Restoran Merlot,"Mo-Th,Su 12:00-01:00; Fr-Sa 12:00-03:00",59.4038114,24.6649663,node/1450811734
970.3,1195,convenience,Grossi Toidukaubad,"Mo-Fr 08:00-22:00, Sa-Su 09:00-22:00",59.401768,24.6685833,way/26920818
970.3,1309,cafe,Pagaripoisid,Mo-Fr 08:00-19:00; Sa-Su 09:00-17:00; PH off,59.4006908,24.6692209,node/4114264892
970.38,932,drinking_water,NA,NA,59.4164014,24.6443898,node/12097560105
970.44,359,fuel,Circle K Õismäe automaat,24/7,59.4128747,24.6519046,way/26850413
970.44,1012,cafe,Ring Kohvik,12:00-22:00,59.4173949,24.6445004,node/10814302017
970.51,293,fast_food,Shaurma Kebab,"Mo-Th,Su 10:00-22:00; Fr-Sa 10:00-24:00",59.4131584,24.6543803,way/26850378
970.51,326,fast_food,Peetri Pizza,NA,59.4088395,24.6612164,way/26921250
970.58,246,restaurant,The plov / los pelmenes,We-Th 15:00-22:00; Fr 15:00-23:00; Sa 13:00-23:00; Su 13:00-22:00,59.4131871,24.6557252,node/2941757376
970.58,296,fuel,Olerex,Mo-Su 10:00-22:00,59.4091899,24.6611781,way/26921219
970.58,299,supermarket,Rimi,08:00-22:00; Jun 23 08:00-20:00; Jun 24 10:00-22:00,59.4135441,24.6550733,node/1603908808
970.58,340,fast_food,Sushi House,Mo-Su 10:00-22:00,59.4138038,24.654546,node/11429446552
970.58,356,cafe,Pagaripere,Mo-Sa 08:00-20:00; Su 11:00-18:00,59.4139183,24.6543744,node/9580342917
970.65,319,butcher,Nurmenuku Lihapood,Mo-Sa 10:00-20:00; Su 10:00-18:00,59.4138213,24.6551464,node/9350405518
970.65,336,fast_food,Peetri Pizza,11:00-21:00,59.4139317,24.6549227,way/228516961
970.65,361,fast_food,Hesburger,Mo-Su 08:00-21:00,59.4139993,24.6544318,node/3851784034
970.8,63,convenience,Alexela,NA,59.411925,24.6616059,node/11931305325
970.8,65,fuel,Olerex,NA,59.4119025,24.6616093,way/26850273
970.82,1233,supermarket,Rimi,08:00-22:00,59.4044051,24.6761621,node/9630938057
970.84,204,convenience,R-Kiosk,"Mo-Fr 07:00-22:00; Sa,Su 08:00-21:00",59.4117261,24.6647077,way/114926009
970.84,212,fuel,Neste,24/7,59.4115008,24.6645873,way/26850317
970.84,273,fast_food,Grillman,"Sa,Su 11:00-18:00; Mo-Fr 10:00-19:00",59.4116714,24.6660285,way/26850290
970.84,1210,fast_food,Vilde Diner,24/7,59.4051144,24.6770164,node/9653349236
970.84,1234,restaurant,Sushi Guru,"Mo-Th,Su 11:00-22:00; Fr-Sa 11:00-23:00",59.4045764,24.6765312,node/12373967534
970.84,1418,restaurant,Hutorok,"Mo-Th,Su 12:00-22:00; Fr-Sa 12:00-23:00",59.4037059,24.6794367,node/9687523671
970.86,30,convenience,LedEkspert,Mo-Fr 09:30-16:00,59.4130679,24.6611205,node/3092381349
970.86,135,supermarket,Wolt Market Haabersti,"Mo-Th 07:45-23:00, Fr 07:45-00:00, Sa 09:00-00:00, Su 09:00-23:00",59.4138913,24.660196,node/11874060002
970.86,237,fuel,Alexela,24/7,59.4145541,24.6589235,way/26850143
970.86,836,fast_food,Old Style Pizza,NA,59.4183446,24.6513266,way/303735381
970.92,21,fast_food,Grillbaas,Mo-Fr 10:00-20:30; Sa 11:00-19:00,59.4129784,24.6622452,way/249781433
970.93,151,restaurant,Rucola,Mo-Fr 11:00-22:00; Sa-Su 10:00-22:00,59.4142497,24.6604557,node/2565276842
970.93,318,cafe,Café Lyon,"Mo-Fr 08:00-21:00, Sa 09:00-21:00, Su 09:00-20:00",59.415498,24.6587823,node/2941769809
970.93,362,restaurant,Armudu,"Mo-Th,Su 11:00-23:00; Fr-Sa 11:00-24:00",59.4157881,24.6582543,node/2941765717
970.93,381,cafe,Tigrani Šašlõkibaar,Mo-Th 11:00-21:00; Fr-Su 11:00-22:00,59.4156646,24.6574758,way/26849617
970.93,1012,cafe,Umile kohvik,Mo-Fr 08:00-15:00,59.4197896,24.6498008,node/9700097267
971.01,117,restaurant,Grüne Resto,Mo-Fr 09:00-15:30,59.4143315,24.6615495,node/9605244774
971.01,152,supermarket,Realiseerimiskeskus,Mo-Fr 09:00-20:00; Sa 10:00-20:00; Su 10:00-18:00,59.412787,24.6651944,node/10561603830
971.01,156,general,Miu Kids / Fresh Design,Mo-Fr 10:00-18:00,59.4147863,24.6614432,node/9999467444
971.09,237,supermarket,Kadaka Selver,Mo-Su 08:00-23:00,59.41247,24.6667414,way/215351369
971.09,327,restaurant,Uulits Tänavagurmee,"Su,Mo 11:30-21:00; Tu-Th 11:30-22:00; Fr,Sa 11:30-22:30",59.4119712,24.6680886,way/26850269
971.09,879,bakery,Sju Cake House,Tu-Sa 10:00-19:00,59.4082865,24.6746396,node/9652480939
971.18,355,restaurant,Moos,Mo-Th 11:00-21:00; Fr 11:00-22:00; Sa 12:00-22:00; Su 13:00-21:00,59.4121615,24.6692413,node/8750020070
971.18,869,supermarket,Maxima XX,08:00-22:00,59.4087379,24.675373,way/26921233
971.26,354,cafe,NA,NA,59.4177266,24.6627497,node/5753675886
971.26,771,fuel,Olerex,24/7,59.4100026,24.675585,way/60256041
971.35,631,cafe,NA,10:00-19:00,59.420217,24.6609326,node/11178902469
971.35,740,supermarket,Lidl,Mo-Su 08:00-22:00,59.4106769,24.6762799,way/1004979995
971.43,506,cafe,NA,NA,59.4198155,24.6633917,way/26848652
971.43,714,fast_food,Kohvik,Mo-Fr 09:00-16:00,59.4112405,24.676829,node/8998861562
971.52,904,restaurant,MySushi,Mo-Sa 11:00-20:00; Su 11:00-19:00,59.4107328,24.6808286,node/10908598142
971.52,916,fast_food,China Wok,NA,59.410701,24.6810672,node/10908598141
971.52,963,cafe,Coffee in,Mo-Sa 09:00-20:00; Su 09:00-18:00,59.410654,24.6821607,node/9748578202
971.52,971,bakery,Tone,Mo-Sa 10:00-20:00; Su 11:00-18:00,59.4100082,24.6809889,node/11324282497
971.52,979,fast_food,Gurmee Sushi,10:00-21:00,59.4105605,24.6823739,node/11324282482
971.52,983,bakery,Meie Gruusia,Mo-Sa 10:00-20:00; Su 10:00-19:00,59.4105604,24.6824795,node/11324282481
971.52,988,supermarket,Prisma,24/7,59.4107097,24.6828876,node/1056758491
971.52,991,restaurant,Chow King,10:00-21:00,59.4104024,24.6823834,node/11324282480
971.52,1032,fast_food,Pizzakiosk,Mo-Su 10:00-21:00,59.4103564,24.6832912,node/11324282490
971.52,1182,fast_food,Hesburger,"Mo-Su 09:00-23:00 open ""Dining in"" || Mo-Su 09:00-24:00",59.4093395,24.6850444,way/26850598
971.52,1303,fuel,Circle K Tammsaare tankla,24/7,59.4085077,24.6864513,way/26919091
971.54,1372,supermarket,Rimi,Mo-Su 08:00-22:00,59.40862,24.6883109,node/3632360798
971.54,1375,restaurant,Lido,Mo-Sa 11:00-21:00; Su 11:00-20:00,59.40864,24.6884187,node/5389011222
971.54,1397,cafe,Gustav,Mo-Sa 10:00-20:00; Su 10:00-19:00,59.4084923,24.6886826,node/5389040021
971.54,1401,supermarket,Biomarket,Mo-Su 10:00-20:00,59.4085824,24.6889422,node/7130791841
971.54,1403,cafe,Meze,Mo-Su 10:00-22:00,59.408483,24.6888094,node/9654129812
971.54,1410,cafe,Pokébowl,10:00-21:00,59.4084674,24.688954,node/10015553123
971.54,1412,restaurant,Chopsticks,NA,59.4084139,24.6889073,node/9653846493
971.54,1417,restaurant,Little India,NA,59.4084022,24.6890052,node/9653846494
971.54,1422,fast_food,New York Pizza,"Mo-Th,Su 11:00-26:00; Fr-Sa 11:00-06:00",59.4083393,24.6889946,node/9653846489
971.65,570,cafe,Reval Café,Mo-Fr 07:30-16:00; Sa 09:00-16:00,59.4147328,24.6796716,node/9658343022
971.74,438,fast_food,Sushi vibes / Mama shaurma,Mo-Th 10:00-22:00; Fr 10:00-02:00; Sa 11:00-02:00; Su 11:00-24:00,59.4158846,24.6783844,node/9810470453
971.74,982,supermarket,Mahemarket - Parim Pood,Mo-Fr 10:00-20:00; Sa 10:00-18:00; Su 12:00-18:00,59.4135942,24.6869528,node/4115864038
971.78,550,cafe,Kooker tänavakohvik,Mo-Su 09:00-20:00,59.4159734,24.6808753,node/10829697050
971.9,813,cafe,Plus kohvik,Mo-Fr 08:30-16:00,59.4156604,24.6861401,node/12169680816
971.99,1070,restaurant,Orient,NA,59.4150631,24.6907719,node/730989297
972.08,1149,cafe,Vesipapi buffet,Mo-Fr 08:00-15:00,59.4153562,24.6927542,node/12458764530
972.17,1047,cafe,Armanž,NA,59.4171803,24.6927875,node/11264645294
972.17,1058,fuel,Alexela,24/7,59.4165634,24.6923041,node/1351522786
972.26,1122,restaurant,Löwenruh,NA,59.4168809,24.6939691,node/730989298
972.26,1347,drinking_water,NA,NA,59.4159711,24.6975414,node/9759326360
972.36,54,drinking_water,NA,NA,59.4227716,24.6788913,node/13667327572
972.36,398,fast_food,Veska-Grill Kiosk,NA,59.4247043,24.671863,node/8792590809
972.36,999,fuel,Terminal,NA,59.4186956,24.6935498,way/26849056
972.62,284,restaurant,Veska,Mo-Fr 11:00-16:00,59.4238572,24.6848809,node/12888679177
972.71,962,supermarket,Lidl,NA,59.4215337,24.6961332,node/12309340763
972.8,1048,restaurant,Weis,Sa 12:00-22:00; Su 12:00-21:00; Mo-Fr 11:00-22:00,59.4214273,24.697779,node/11309065658
972.8,1057,supermarket,Realiseerimiskeskus,Mo-Fr 09:00-19:00; Sa 10:00-18:00; Su 10:00-17:00,59.421867399999996,24.6984734,node/924362194
972.89,845,fuel,Alexela,24/7,59.4232696,24.695757,way/159589959
972.89,941,supermarket,Selver,Mo-Su 08:00-22:00,59.422599,24.6969406,node/730989299
972.89,969,convenience,Mumbai Mart,NA,59.4223658,24.6972408,node/14038540950
972.89,977,cafe,Marii Bistroo,Mo-Fr 09:30-16:30,59.4225236,24.6976009,node/11309431625
972.89,1037,greengrocer,NA,NA,59.4223672,24.6986473,node/13081365605
972.89,1039,kiosk,Marja Pagarid,"Mo-Fr 07:00-19:00; Sa,Su 08:00-17:00",59.4220743,24.6983295,way/26848543
972.89,1105,supermarket,Grossi toidukaubad,Mo-Su 09:00-22:00,59.4221223,24.6997658,node/730989290
972.98,1040,fuel,Neste,24/7,59.4228765,24.6993183,way/26848117
972.98,1049,restaurant,Spice Grill,11:00-23:00,59.4227012,24.6992841,node/9605103630
972.98,1069,fast_food,Monster Pizza,"Mo-Th,Su 12:00-21:00; Fr-Sa 12:00-22:00",59.4226163,24.6996069,node/730989303
973.07,963,supermarket,Maxima X,Mo-Su 08:00-22:00,59.424945,24.7000633,node/933956989
973.07,963,supermarket,Debol's Aafrika Ja Aasia toidupood,NA,59.4254487,24.7004791,node/12736926356
973.07,1226,cafe,Kondiiter.ee,NA,59.4246884,24.7048759,node/13606000245
973.1,56,convenience,Saaremaa,NA,59.4286925,24.6835642,node/245494440
973.49,201,cafe,Carmen,Mo-Su 10:00-22:00,59.4300551,24.6897292,way/26919931
973.49,546,cafe,Cuppps,Mo-Sa 07:00-23:00; Su 08:00-22:00,59.4298487,24.696265,node/9999144828
973.49,586,fast_food,Hesburger,Mo-Su 09:00-22:00,59.4301528,24.6971302,node/3123833134
973.49,606,supermarket,Merimetsa Selver,NA,59.4302017,24.6975159,node/13354864973
973.49,630,supermarket,Selver,08:00-22:00,59.4302383,24.6979483,way/26900360
973.49,681,restaurant,Merimetsa Resto,Mo-Fr 09:00-21:00; Sa-Su 11:00-21:00,59.4299486,24.6987592,node/9999091513
973.49,776,fuel,Neste Express Merimetsa,24/7,59.4295272,24.700294,way/26855944
973.49,961,cafe,Bistroo,Mo-Fr 08:00-15:00,59.4274024,24.7022521,node/9999291842
973.49,1064,cafe,Valencia,Mo-Su 08:30-16:00,59.4264695,24.7033313,node/8009509803
973.49,1078,restaurant,Bliss,Mo-Su 11:00-21:00,59.4261329,24.7032361,node/4212296009
973.49,1130,cafe,Ratas & kohv,Mo-Fr 08:00-20:00; Sa 10:00-18:00; Su 10:00-17:00,59.4295356,24.7066835,node/11272208500
973.77,22,restaurant,Jahu pizza,"Mo-Th 12:00-22:00; Fr, Sa 12:00-23:00; Su 12:00-22:00",59.4332639,24.6848401,node/12536483100
973.77,25,fast_food,Amijami,Mo-Su 11:30-22:00,59.4332458,24.6847367,node/12536477183
973.91,36,drinking_water,NA,NA,59.4349215,24.6835864,node/13931957705
974.7,1291,kiosk,R Kiosk,"Mo-Fr 07:00-21:00; Sa,Su 09:00-20:00",59.4380947,24.7081661,node/1371480681
974.7,1302,fuel,Neste,24/7,59.4381563,24.7084062,way/1053880697
974.7,1321,fast_food,Hesburger,08:00-22:00,59.4378731,24.7086063,node/9673607959
974.73,1224,supermarket,Rimi Mini,08:00-22:00,59.4386549,24.7072508,way/26901202
974.73,1265,fuel,Alexela,24/7,59.4385053,24.7079139,way/26903146
974.89,11,drinking_water,NA,NA,59.4422901,24.6853533,node/9759355758
974.9,25,kiosk,Premia,no,59.4424214,24.685651,node/12161990333
975.77,19,restaurant,Pubi F.M. & Restoran Dostojevski,Mo-Su 12:00-22:00,59.4498759,24.6833362,way/770892622
976.48,40,convenience,Sirbi kauplus,"Mo-Su,PH 10:00-22:00",59.4556358,24.6809364,node/1739994764
976.53,22,cafe,Bend,Mo-Su 07:00-24:00,59.4554014,24.6800617,node/1739994765
976.53,25,restaurant,DVIN,NA,59.4553777,24.6800532,node/14017951801
976.66,239,cafe,Kiosk №3,"Tu-Th 10:00-19:00; Fr 10:00-18:00; Sa,Su 11:00-18:00; Mo off",59.4549873,24.6752837,node/11389696669
976.76,156,cafe,kompott,NA,59.4560649,24.675224,node/9842095784
976.77,163,bakery,Karjase Sai,Sep-May Mo-Su 09:00-15:00; Jun-Aug Mo-Su 08:00-15:00,59.4562078,24.674768,node/9052996231
976.77,163,cafe,Kokomo,Tu-Sa 10:00-17:00,59.456052,24.6750486,node/9062715193
976.77,164,restaurant,Barbarea,We-Sa 17:30-23:00,59.4561619,24.6748206,node/9842095779
976.77,217,restaurant,Puusepa Pitsa,"We,Th 14:00-21:00; Fr 14:00-22:00; Sa 12:00-22:00; Su 12:00-18:00",59.456004,24.6738656,node/9052996232
976.83,203,restaurant,Kopli Köök,Mo-Fr 11:00-16:00; Sa 11:00-18:00; Su 11:00-16:00,59.4562902,24.6736504,node/9062728531
977.24,201,restaurant,Batumi,Mo-Su 11:00-23:00,59.4609703,24.6679334,node/1682156000
977.57,21,cafe,Sepa Kohvik,Mo-Fr 09:00-15:00,59.460708,24.6763034,node/8926852752
977.61,360,drinking_water,NA,NA,59.4638166,24.6783942,node/8913290616
978.47,343,cafe,Linn Terrace Cafe,Mo-Fr 10:00-22:00; Sa-Su 12:00-22:00,59.4635615,24.6797575,node/13955627836
